sch_no,time_as,time_pe,gender,income,d_edu1,m_edu1,w_1,w_2,Y
112223,0,6,1,8,1,0,4.68,45.28034483,2
112223,0,17,1,7,1,0,4.68,45.28034483,3
112223,0,6,1,5,1,0,4.68,45.28034483,1
112223,0,27,1,8,1,1,4.68,45.28034483,3
112223,0,0,1,4,1,1,4.68,45.28034483,1
112223,1,3,1,5,1,1,4.68,45.28034483,1
112223,0,13,1,8,1,1,4.68,45.28034483,2
112223,0,14,1,3,1,1,4.68,45.28034483,2
112223,0,5,1,6,0,1,4.68,45.28034483,2
112223,0,7,1,8,1,1,4.68,45.28034483,3
112223,3,10,1,8,1,1,4.68,45.28034483,1
112223,0,16,1,4,1,1,4.68,45.28034483,2
112223,0,8,1,4,1,1,4.68,45.28034483,1
112223,0,2,1,6,1,1,4.68,45.28034483,2
112223,0,9,1,5,1,1,4.68,45.28034483,3
112227,0,6,0,6,1,0,4.68,34.55605263,1
112227,0,8,1,8,0,0,4.68,34.55605263,2
112227,0,4,1,5,0,0,4.68,34.55605263,3
112227,0,0,1,4,1,0,4.68,34.55605263,3
112227,0,15,0,4,1,1,4.68,34.55605263,2
112227,0,14,1,6,1,0,4.68,34.55605263,1
112227,0,12,0,2,0,0,4.68,34.55605263,1
112227,0,0,0,5,1,1,4.68,34.55605263,1
112227,0,13,0,5,1,0,4.68,34.55605263,2
112227,0,10,1,3,0,0,4.68,34.55605263,2
112227,0,3,1,3,0,0,4.68,34.55605263,1
112227,0,10,1,8,1,0,4.68,34.55605263,2
112227,0,5,1,3,0,0,4.68,34.55605263,1
